id,type,subPropertyOf,domain,range
rc:canadian_baseball_hall_of_fame_inductee_id,owl:AnnotationProperty,kko:identifiers,rc:BaseballPlayer,xsd:string
rc:canadian_coastguard_lighthouse_id,owl:AnnotationProperty,kko:identifiers,rc:Lighthouse,xsd:string
rc:canadian_environmental_sustainability_indicators_id_protected_areas,owl:AnnotationProperty,kko:identifiers,rc:EnvironmentalQuantity,xsd:string
rc:canadian_olympic_committee_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:canadian_register_of_historic_places_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:canadian_ski_hall_of_fame_inductee_id,owl:AnnotationProperty,kko:identifiers,rc:WinterSportsAthlete,xsd:string
rc:canadiana_authorities_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:canal_u_channel_id,owl:AnnotationProperty,kko:identifiers,rc:VideoRecordedObject,xsd:string
rc:canmore_id,owl:AnnotationProperty,kko:identifiers,rc:Monument,xsd:string
rc:cantic_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:caption,owl:AnnotationProperty,kko:labels,rc:VisualImage,xsd:string
rc:carnegie_hall_agent_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:carnegie_museum_of_art_id,owl:AnnotationProperty,kko:identifiers,rc:ArtObject,xsd:string
rc:cas_registry_number,owl:AnnotationProperty,kko:identifiers,rc:OrganicMaterial,xsd:string
rc:catalan_biographical_dictionary_of_women_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:catalan_object_of_cultural_interest_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:catalog,owl:AnnotationProperty,kko:codes,rc:AudioConceptualWork,owl:Thing
rc:catalog_code,owl:AnnotationProperty,kko:codes,rc:AstronomicalObject,xsd:string
rc:catalog_number,owl:AnnotationProperty,kko:identifiers,rc:RecordedSoundProduct,xsd:string
rc:catalogue_of_illuminated_manuscripts_id,owl:AnnotationProperty,kko:identifiers,rc:IlluminatedManuscript,xsd:string
rc:catalogue_of_life_in_taiwan_id,owl:AnnotationProperty,kko:identifiers,rc:BiologicalLivingObject,xsd:string
rc:catalogus_professorum_academiae_groninganae_id,owl:AnnotationProperty,kko:identifiers,rc:Professor,xsd:string
rc:catalogus_professorum_academiae_rheno_traiectinae_id,owl:AnnotationProperty,kko:identifiers,rc:Professor,xsd:string
rc:catalogus_professorum_halensis,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:catalogus_professorum_lipsiensis_id,owl:AnnotationProperty,kko:identifiers,rc:AcademicProfessional,xsd:string
rc:catalogus_professorum_rostochiensium_id,owl:AnnotationProperty,kko:identifiers,rc:Professor,xsd:string
rc:catholic_encyclopedia_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:catholic_hierarchy_diocese_id,owl:AnnotationProperty,kko:identifiers,rc:ReligiousOrganization,xsd:string
rc:catholic_hierarchy_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:catholic_ru_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:cato_id,owl:AnnotationProperty,kko:identifiers,rc:AdministrativeDistrict,xsd:string
rc:cave_e_cadastre_id,owl:AnnotationProperty,kko:identifiers,rc:Cave,xsd:string
rc:caverphone,owl:AnnotationProperty,kko:codes,rc:HumanName,xsd:string
rc:cbdb_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cbs_municipality_code,owl:AnnotationProperty,kko:identifiers,rc:Municipality,xsd:string
rc:cc_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:cdb_chemical_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:cdd_public_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:cdli_id,owl:AnnotationProperty,kko:identifiers,rc:ConceptualWork,xsd:string
rc:celex_number,owl:AnnotationProperty,kko:identifiers,rc:ShortTermStudy,xsd:string
rc:cell_line_ontology_id,owl:AnnotationProperty,kko:identifiers,rc:Cell,xsd:string
rc:cellosaurus_id,owl:AnnotationProperty,kko:identifiers,rc:Cell,xsd:string
rc:censo_guia_archive_id,owl:AnnotationProperty,kko:identifiers,rc:Archive,xsd:string
rc:cerl_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:cesar_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cets_number,owl:AnnotationProperty,kko:identifiers,rc:Treaty,xsd:string
rc:cev_player_id,owl:AnnotationProperty,kko:identifiers,rc:VolleyballPlayer,xsd:string
rc:cgndb_unique_id,owl:AnnotationProperty,kko:identifiers,rc:TopographicalFeature,xsd:string
rc:ch_ebi_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:ch_embl_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:chamber_of_deputies_of_italy_storia_id,owl:AnnotationProperty,kko:identifiers,rc:Legislator,xsd:string
rc:channel_number,owl:AnnotationProperty,kko:identifiers,rc:TelevisionChannel,xsd:string
rc:chapter,owl:AnnotationProperty,kko:pointers,rc:PropositionalConceptualWork,xsd:string
rc:character_name,owl:AnnotationProperty,kko:labels,rc:FictionalCharacter,xsd:string
rc:charity_commission_no,owl:AnnotationProperty,kko:identifiers,rc:CharityOrganization,xsd:string
rc:charity_navigator_id,owl:AnnotationProperty,kko:identifiers,rc:SocialAidOrganization,xsd:string
rc:charity_number_isle_of_man,owl:AnnotationProperty,kko:identifiers,rc:CharityOrganization,xsd:string
rc:cheat_code,owl:AnnotationProperty,kko:codes,rc:ComputerGameProgram_Graphical||rc:VideoGameSeries,owl:Thing
rc:chem_spider_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:chemical_structure,owl:AnnotationProperty,kko:media,rc:ChemicalSubstance,xsd:string
rc:chemins_de_memoire_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:chess_club_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:chess_com_player_id,owl:AnnotationProperty,kko:identifiers,rc:ChessPlayer,xsd:string
rc:chess_games_id,owl:AnnotationProperty,kko:identifiers,rc:SoftwareObject_Individual,xsd:string
rc:chesstempo_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:chgis_id,owl:AnnotationProperty,kko:identifiers,rc:AdministrativeDivision||rc:GeopoliticalEntity_Historical,xsd:string
rc:china_administrative_division_code,owl:AnnotationProperty,kko:codes,rc:AdministrativeDistrict,xsd:string
rc:china_railway_tmis_station_code,owl:AnnotationProperty,kko:identifiers,rc:RailroadStation,xsd:string
rc:china_vitae_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:chinese_posters_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:christie_s_creator_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:christie_s_object_id,owl:AnnotationProperty,kko:identifiers,rc:ArtObject,xsd:string
rc:church_of_sweden_parish_code,owl:AnnotationProperty,kko:identifiers,rc:Religion,xsd:string
rc:church_of_sweden_pastoratskod,owl:AnnotationProperty,kko:identifiers,rc:Parish_EcclesiasticalDistrict,xsd:string
rc:ci_net_mag_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:ci_net_mag_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:ci_nii_article_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:ci_nii_author_id_articles,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:ci_nii_author_id_books,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:ci_nii_book_id,owl:AnnotationProperty,kko:identifiers,rc:PropositionalConceptualWork,xsd:string
rc:ci_vi_c_variant_id,owl:AnnotationProperty,kko:identifiers,rc:Biomedicine,xsd:string
rc:cine_gr_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cine_ressources_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cine_ressources_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cinema_de_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinema_of_israel_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinema_treasures_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinemagia_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinemagia_person_id,owl:AnnotationProperty,kko:identifiers,rc:Actor,xsd:string
rc:cinematheque_quebecoise_work_identifier,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinematografo_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinematografo_name_or_company_id,owl:AnnotationProperty,kko:identifiers,kko:Agents,xsd:string
rc:cinenacional_com_movie_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:cinenacional_com_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cineplex_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:ciqual_2017_id,owl:AnnotationProperty,kko:identifiers,rc:Food,xsd:string
rc:circle_id_writer_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:citation,owl:AnnotationProperty,kko:relateds,rc:ConceptualWork,xsd:string
rc:cites_species_id,owl:AnnotationProperty,kko:identifiers,rc:OrganismClassificationType,xsd:string
rc:cites_work,owl:AnnotationProperty,kko:relateds,rc:Document,owl:Thing
rc:claim_reviewed,owl:AnnotationProperty,kko:descriptions,rc:Review,xsd:string
rc:clara_id,owl:AnnotationProperty,kko:identifiers,rc:AudioConceptualWork,xsd:string
rc:clergy_of_the_church_of_england_database_id,owl:AnnotationProperty,kko:identifiers,rc:ReligiousBuilding,xsd:string
rc:clin_var_variation_id,owl:AnnotationProperty,kko:identifiers,rc:DNASequence,xsd:string
rc:clinical_trials_gov_identifier,owl:AnnotationProperty,kko:identifiers,rc:ClinicalTrial,xsd:string
rc:clip_number,owl:AnnotationProperty,kko:identifiers,rc:RecordingOfWaveIBT,xsd:string
rc:clochers_de_france_id,owl:AnnotationProperty,kko:identifiers,rc:ReligiousBuilding,xsd:string
rc:cn,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:cnc_authorization_number,owl:AnnotationProperty,kko:identifiers,rc:CinemaOrMovieTheater,xsd:string
rc:cnps_id,owl:AnnotationProperty,kko:identifiers,rc:Flora,xsd:string
rc:cnrs_research_group_id,owl:AnnotationProperty,kko:identifiers,rc:ResearchOrganization,xsd:string
rc:coam_architect_id,owl:AnnotationProperty,kko:identifiers,rc:Architect,xsd:string
rc:coam_structure_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:coat_of_arms_image,owl:AnnotationProperty,kko:media,rc:GeopoliticalEntity,xsd:string
rc:code,owl:AnnotationProperty,kko:codes,kko:Concepts,xsd:string
rc:code_for_china_reservoir_name,owl:AnnotationProperty,kko:identifiers,rc:Reservoir,xsd:string
rc:code_for_weekend_and_holiday_homes_sweden,owl:AnnotationProperty,kko:identifiers,rc:HumanResidence,xsd:string
rc:code_of_household_registration_and_conscription_information_system_taiwan,owl:AnnotationProperty,kko:codes,rc:AdministrativeDistrict,xsd:string
rc:code_repository,owl:AnnotationProperty,kko:pointers,rc:ComputerCode_Source,xsd:string
rc:coden,owl:AnnotationProperty,kko:codes,rc:PublishedConceptualWork,xsd:string
rc:codename,owl:AnnotationProperty,kko:labels,rc:ConceptualWork,xsd:string
rc:coflein_id,owl:AnnotationProperty,kko:identifiers,rc:HistoricalSite,xsd:string
rc:collage_image,owl:AnnotationProperty,kko:media,rc:Image,xsd:string
rc:collection,owl:AnnotationProperty,kko:relateds,rc:Collections,owl:Thing
rc:collective_biographies_of_women_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:college_football_data_warehouse_id,owl:AnnotationProperty,kko:identifiers,rc:FootballPlayer_American,xsd:string
rc:college_football_ho_f_id,owl:AnnotationProperty,kko:identifiers,rc:FootballPlayer_American,xsd:string
rc:cologne_phonetics,owl:AnnotationProperty,kko:codes,rc:HumanName,xsd:string
rc:colorado_sports_hall_of_fame_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:colour_index_international_constitution_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalSubstance,xsd:string
rc:column,owl:AnnotationProperty,kko:relateds,rc:Topic,xsd:string
rc:com_law_id,owl:AnnotationProperty,kko:identifiers,rc:TextualPCW,xsd:string
rc:comedien_ch_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:comic_book_db_id,owl:AnnotationProperty,kko:identifiers,rc:VisualArtifact,xsd:string
rc:commemorative_plaque_image,owl:AnnotationProperty,kko:media,rc:Image,xsd:string
rc:comment,owl:AnnotationProperty,kko:augments,rc:ConceptualWork,xsd:string
rc:comment_deprecated,owl:AnnotationProperty,kko:relateds,owl:Thing,xsd:string
rc:comment_text,owl:AnnotationProperty,kko:augments,rc:UserComment,xsd:string
rc:common_database_on_designated_areas_id,owl:AnnotationProperty,kko:identifiers,rc:Reserve_OutdoorRegion,xsd:string
rc:common_vulnerabilities_and_exposures_id,owl:AnnotationProperty,kko:identifiers,rc:ComputerVulnerability,xsd:string
rc:commons_category,owl:AnnotationProperty,kko:relateds,kko:Organizations,xsd:string
rc:commons_compatible_image_available_at_url,owl:AnnotationProperty,kko:relateds,owl:Thing,xsd:string
rc:commons_creator_page,owl:AnnotationProperty,kko:augments,kko:Persons,xsd:string
rc:commons_gallery,owl:AnnotationProperty,kko:relateds,kko:Organizations,xsd:string
rc:commons_institution_page,owl:AnnotationProperty,kko:relateds,kko:Organizations,xsd:string
rc:commons_maps_category,owl:AnnotationProperty,kko:relateds,rc:VisualArtifact,xsd:string
rc:commonwealth_games_federation_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:comp_art_institution_id,owl:AnnotationProperty,kko:identifiers,kko:Organizations,xsd:string
rc:comp_art_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:companies_house_id,owl:AnnotationProperty,kko:identifiers,rc:Studio,xsd:string
rc:cona_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:confirmation_number,owl:AnnotationProperty,kko:identifiers,rc:Bill_PaymentRequest,xsd:string
rc:conicet_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:conifers_org_id,owl:AnnotationProperty,kko:identifiers,rc:Flora,xsd:string
rc:conor_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:conscription_number,owl:AnnotationProperty,kko:identifiers,rc:PopulatedPlace,xsd:string
rc:conseil_de_presse_luxembourg_journalist_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:conservatoire_du_littoral_id,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:contact_option,owl:AnnotationProperty,kko:relateds,rc:LocationAttributes,xsd:string
rc:contact_point,owl:AnnotationProperty,kko:pointers,kko:Agents,xsd:string
rc:contact_points,owl:AnnotationProperty,kko:pointers,kko:Agents,xsd:string
rc:content_url,owl:AnnotationProperty,kko:pointers,rc:MediaObject,xsd:string
rc:cooper_hewitt_person_or_org_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cordis_project_id,owl:AnnotationProperty,kko:identifiers,rc:ResearchProject,xsd:string
rc:corporate_number_japan,owl:AnnotationProperty,kko:identifiers,rc:LegalCorporation,xsd:string
rc:corrigendum_erratum,owl:AnnotationProperty,kko:relateds,rc:PublishedMaterial,owl:Thing
rc:cos_ing_number,owl:AnnotationProperty,kko:identifiers,rc:ChemicalCompoundTypeByChemicalSpecies,xsd:string
rc:cospar_id,owl:AnnotationProperty,kko:identifiers,rc:Satellite,xsd:string
rc:country_calling_code,owl:AnnotationProperty,kko:identifiers,rc:Country,xsd:string
rc:course_code,owl:AnnotationProperty,kko:codes,rc:Course_Academic,xsd:string
rc:courtesy_name,owl:AnnotationProperty,kko:labels,kko:Persons,xsd:string
rc:cpc_power_identifier,owl:AnnotationProperty,kko:identifiers,rc:ComputerGameProgram_Graphical,xsd:string
rc:cpdl_id,owl:AnnotationProperty,kko:identifiers,rc:AudioConceptualWork,xsd:string
rc:cpdoc_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:cq_ranking_female_cyclist_id,owl:AnnotationProperty,kko:identifiers,rc:Cyclist_Athlete,xsd:string
rc:cq_ranking_male_cyclist_id,owl:AnnotationProperty,kko:identifiers,rc:Cyclist_Athlete,xsd:string
rc:cq_ranking_men_s_race_id,owl:AnnotationProperty,kko:identifiers,rc:Cyclist_Athlete,xsd:string
rc:cq_ranking_men_s_team_url,owl:AnnotationProperty,kko:pointers,rc:Team,xsd:string
rc:cq_ranking_women_s_race_id,owl:AnnotationProperty,kko:identifiers,rc:Cyclist_Athlete,xsd:string
rc:cravo_albin_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:cri_stin_id,owl:AnnotationProperty,kko:identifiers,rc:Scientist,xsd:string
rc:cricket_archive_player_id,owl:AnnotationProperty,kko:identifiers,rc:Cricketer,xsd:string
rc:cricos_provider_code,owl:AnnotationProperty,kko:identifiers,rc:AcademicOrganization,xsd:string
rc:critical_dictionary_of_foreign_contemporary_literature_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:croatian_football_federation_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:croatian_football_statistics_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:croatian_olympic_committee_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:cross_tables_com_scrabble_player_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:crossref_funder_id,owl:AnnotationProperty,kko:identifiers,kko:Organizations,xsd:string
rc:crunchbase_organization_id,owl:AnnotationProperty,kko:identifiers,rc:LegalCorporation,xsd:string
rc:crunchbase_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:crunchyroll_id,owl:AnnotationProperty,kko:identifiers,rc:Anime,xsd:string
rc:csfd_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:csfd_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:ctbuh_skyscraper_center_building_complex_id,owl:AnnotationProperty,kko:identifiers,rc:ConstructionArtifact,xsd:string
rc:ctbuh_skyscraper_center_building_id,owl:AnnotationProperty,kko:identifiers,rc:Building,xsd:string
rc:ctext_work_id,owl:AnnotationProperty,kko:identifiers,rc:ConceptualWork,xsd:string
rc:cths_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:cths_society_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:cue_tracker_player_id,owl:AnnotationProperty,kko:identifiers,rc:CueSportsAthlete,xsd:string
rc:cue_tracker_tournament_id,owl:AnnotationProperty,kko:identifiers,rc:CueSportsAthlete,xsd:string
rc:cullum_number,owl:AnnotationProperty,kko:identifiers,rc:MilitaryOfficer,xsd:string
rc:cultura_italia_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:cultural_heritage_armenia_id,owl:AnnotationProperty,kko:identifiers,kko:Manifestations,xsd:string
rc:cultural_heritage_database_in_austria_objekt_id,owl:AnnotationProperty,kko:identifiers,rc:Building,xsd:string
rc:cultural_heritage_kosovo_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:cultural_heritage_monument_in_serbia_id,owl:AnnotationProperty,kko:identifiers,rc:Monument,xsd:string
rc:cultural_properties_of_belarus_reference_number,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:cultureel_woordenboek_identifier,owl:AnnotationProperty,kko:identifiers,rc:Topic,xsd:string
rc:currency_symbol_description,owl:AnnotationProperty,kko:descriptions,rc:Currency,owl:Thing
